lat,long,type
-28.82401127,153.25721022,8
-28.82382621,153.25809351,8
-28.82215381,153.2873101,8
-28.82439525,153.2602666,7
-28.82436685,153.25818589,8
-28.82504039,153.2596771,8
-28.82128635,153.2566358,6
-28.81816453,153.25980006,7
-28.81451075,153.26680892,8
-28.82601798,153.25920361,7
-28.82427059,153.2568488,8
-28.82423973,153.25631804,8
-28.82224954,153.25021111,7
-28.82154806,153.25864398,8
-28.82316737,153.25758814,8
-28.82361295,153.25738478,8
-28.82319846,153.26035978,8
-28.82508737,153.28513037,8
-28.82595928,153.25994259,7
-28.82583279,153.25741295,8
-28.82506031,153.2557747,8
-28.82129707,153.25667945,6
-28.82299467,153.25883722,6
-28.82386246,153.2582758,8
-28.82452558,153.25868934,6
-28.8247268,153.25815471,6
-28.82303207,153.24871991,8
-28.82325673,153.25634224,8
-28.8227776,153.25683248,8
-28.8216491,153.2573589,8
-28.82092572,153.26224376,8
-28.82371097,153.25778131,8
-28.82348613,153.25828064,8
-28.82400157,153.25813834,8
-28.82419548,153.25803068,7
-28.82445481,153.25796007,8
-28.82473785,153.25805991,6
-28.81858146,153.26042294,6
-28.823618,153.25730861,8
-28.82320887,153.26002262,7
-28.8240313,153.25776404,8
-28.82485082,153.25935371,8
-28.82455843,153.25829054,6
-28.82426394,153.25735768,8
-28.8230295,153.25638484,8
-28.82036655,153.25502995,8
-28.8236123,153.25687773,8
-28.82312194,153.26218279,7
-28.82381081,153.26035587,8
-28.82408012,153.25857221,7
-28.8243859,153.25812547,8
-28.82472201,153.25937056,7
-28.82464531,153.25815756,8
-28.82555287,153.25737684,8
-28.8270337,153.25464975,7
-28.82455434,153.25466985,6
-28.82390103,153.25770622,8
-28.82524486,153.25838599,8
-28.83271811,153.25720411,8
-28.82442975,153.25490773,6
-28.82300412,153.26096746,8
-28.82333894,153.260483,7
-28.82425863,153.25808146,7
-28.82462051,153.25939564,7
-28.8244864,153.25883772,8
-28.82809809,153.26543729,8
-28.82607643,153.2592715,7
-28.8231082,153.25497481,8
-28.82209804,153.25453912,8
-28.82311355,153.2566919,8
-28.82300536,153.25899779,8
-28.82377594,153.25764671,8
-28.82302681,153.26126185,8
-28.82442117,153.25754465,8
-28.82597615,153.25968627,8
-28.82613267,153.25657649,8
-28.82471841,153.25653394,8
-28.82748813,153.25425433,6
-28.82117803,153.25460797,7
-28.82086784,153.25599704,7
-28.82121276,153.25711011,8
-28.8200341,153.25824359,8
-28.82165444,153.25863872,8
-28.82364037,153.25750904,8
-28.82344181,153.26139421,8
-28.83156377,153.25745503,8
-28.82497719,153.25457154,8
-28.82432532,153.25047994,8
-28.82268945,153.26327439,7
-28.8247579,153.26358087,8
-28.8259751,153.26224278,8
-28.8243193,153.25751942,8
-28.82459274,153.2580639,6
-28.82452186,153.2581892,6
-28.82320444,153.25571632,8
-28.81977773,153.26089655,7
-28.82216075,153.25879558,8
-28.82381494,153.25731131,8
-28.82259138,153.26318818,7
-28.82373403,153.25903342,8
-28.83241001,153.25890584,8
-28.82555654,153.25480146,6
-28.82327458,153.25550614,8
-28.82327807,153.25556532,8
-28.81425103,153.25130563,8
-28.82384018,153.25689772,8
-28.82321934,153.2571317,8
-28.82171713,153.25753023,8
-28.81179786,153.26899817,8
-28.81997302,153.26357548,8
-28.82403107,153.25759228,8
-28.82415866,153.26038273,8
-28.8262524,153.26037235,8
-28.82465417,153.25388605,8
-28.82352984,153.25557794,8
-28.82376891,153.25695981,8
-28.82524289,153.25921548,8
-28.82556449,153.25959593,8
-28.82479573,153.2581138,7
-28.82483714,153.25725307,8
-28.82823838,153.25714107,8
-28.825027,153.25668304,8
-28.80683855,153.26244631,7
-28.82284473,153.2580266,8
-28.82110943,153.25956134,8
-28.82329487,153.26068956,8
-28.82475393,153.25898169,6
-28.82462583,153.25803645,7
-28.82448398,153.25679123,8
-28.82306512,153.25191096,8
-28.82323255,153.25697255,8
-28.82366442,153.25758117,8
-28.82366442,153.25758117,8
-28.82187768,153.26412949,7
-28.82430302,153.2589422,8
-28.82545911,153.26222804,8
-28.82375972,153.25648308,8
-28.82252842,153.25479756,8
-28.8235477,153.25751966,8
-28.82585554,153.26125403,8
-28.82147385,153.25091078,6
-28.8236693,153.25706346,8
-28.82367135,153.25750227,8
-28.82063099,153.26248305,8
-28.82370328,153.25764568,7
-28.82519342,153.26294747,8
-28.82289986,153.25441473,8
-28.82360713,153.25711821,8
-28.82337472,153.25723715,8
-28.82382776,153.25723451,8
-28.82143251,153.26145524,6
-28.82371346,153.25794035,8
-28.81363194,153.24888828,8
-28.82428093,153.25808022,8
-28.82305083,153.255806,8
-28.82095192,153.25655221,8
-28.82361254,153.2573276,8
-28.82379109,153.25818672,8
-28.82337156,153.26070861,8
-28.82406129,153.25816262,6
-28.82419707,153.25836494,8
-28.82503421,153.26183813,8
-28.82482153,153.25980431,8
-28.82463519,153.25842104,8
-28.82573334,153.2556768,8
-28.82384441,153.25486786,8
-28.82330666,153.25647234,8
-28.82383498,153.25815931,8
-28.82565646,153.26088203,8
-28.82223757,153.25902547,7
-28.82336682,153.25962173,8
-28.82420835,153.25775309,8
-28.82485749,153.25692926,8
-28.82641712,153.25629121,8
-28.82458342,153.25465739,6
-28.82453016,153.25480144,6
-28.82401853,153.25752504,8
-28.82415254,153.25805841,8
-28.82567082,153.26096972,8
-28.82611193,153.26055662,8
-28.8213506,153.25784174,8
-28.80495288,153.26424399,6
-28.82375423,153.25772461,8
-28.82493785,153.25936745,8
-28.82957397,153.25486385,8
-28.82536221,153.25603547,8
-28.82514294,153.25436607,6
-28.82343218,153.25720413,8
-28.82343218,153.25720413,8
-28.82234806,153.2585273,8
-28.82369517,153.25742235,7
-28.82465132,153.25899588,8
-28.82459319,153.25819841,6
-28.8247342,153.25820507,8
-28.82289407,153.25666785,8
-28.81995278,153.26564953,8
-28.82484232,153.25850937,8
-28.8254468,153.2593702,8
-28.82610435,153.25316463,8
-28.82230967,153.25585817,8
-28.81686889,153.25385991,8
-28.8229221,153.26116024,8
-28.825491,153.25596694,8
-28.8165149,153.25879244,8
-28.82293125,153.25757837,8
-28.82370171,153.25753844,7
-28.82254985,153.25965477,8
-28.82392531,153.25770415,8
-28.82332248,153.26061591,8
-28.82504605,153.2600567,8
-28.82397929,153.25613717,8
-28.82344815,153.25725384,8
-28.82375858,153.25767954,8
-28.82203683,153.26212316,8
-28.82410188,153.25804831,8
-28.82412274,153.25810796,8
-28.82445826,153.25780254,8
-28.82556934,153.259034,8
-28.82883804,153.25701283,8
-28.82566009,153.2550499,8
-28.82394457,153.25472488,8
-28.8214791,153.25098709,6
-28.82381321,153.25659795,8
-28.81904942,153.25511654,8
-28.82342518,153.25677601,8
-28.81852724,153.26253772,7
-28.82316363,153.25850431,8
-28.82382993,153.25745989,8
-28.82435007,153.25879362,8
-28.82037749,153.25805088,8
-28.82429259,153.25805668,7
-28.82446697,153.2588097,8
-28.83283105,153.25829637,8
-28.82269186,153.25668626,7
-28.82360135,153.25687632,8
-28.8181314,153.25981946,6
-28.82363899,153.25755277,8
-28.82363899,153.25755277,8
-28.82394927,153.25741404,8
-28.82390842,153.25804135,8
-28.82446108,153.25832589,8
-28.82476826,153.25814335,6
-28.82354928,153.25711381,8
-28.82318015,153.25601901,8
-28.82359223,153.25647612,8
-28.823743,153.25905421,7
-28.82483801,153.26101177,8
-28.82452234,153.25831493,8
-28.82609996,153.25912446,8
-28.82121912,153.25612685,7
-28.82272545,153.25683308,8
-28.82283525,153.25701141,8
-28.820865,153.26241719,8
-28.82302435,153.26086301,8
-28.82834752,153.25610471,8
-28.82448022,153.25015696,7
-28.82391753,153.25628544,8
-28.82369574,153.25709683,8
-28.82357404,153.25732343,8
-28.8260356,153.26132777,8
-28.82646613,153.25647782,8
-28.82639728,153.25016181,8
-28.8245126,153.25441099,8
-28.80746341,153.26472065,7
-28.82041789,153.25997083,8
-28.82322236,153.26027129,7
-28.82336966,153.26037862,8
-28.8242098,153.25977307,8
-28.82494706,153.26025717,7
-28.82655806,153.26182234,8
-28.8277679,153.25568926,8
-28.82458587,153.25480768,6
-28.81821182,153.25981389,6
-28.82361951,153.25738075,8
-28.81927335,153.26005135,8
-28.81845204,153.26218548,8
-28.82374965,153.25736047,8
-28.82407291,153.25743284,8
-28.82374736,153.25448944,8
-28.82331202,153.26014443,6
-28.82459074,153.25811361,6
-28.82468815,153.2576111,8
-28.82121277,153.2563151,7
-28.81824936,153.25945835,8
-28.82256887,153.25953362,8
-28.8244355,153.25965127,8
-28.8249088,153.25861839,8
-28.82474855,153.2581261,6
-28.82700492,153.2537985,8
-28.81799353,153.25548465,8
-28.81345558,153.25463823,8
-28.82422233,153.25960831,8
-28.82454351,153.25827357,6
-28.82609536,153.26180364,8
-28.82460392,153.25486756,8
-28.82316137,153.25281084,8
-28.82140035,153.25582641,7
-28.82344003,153.25723834,8
-28.82369631,153.25763455,8
-28.82369631,153.25763455,8
-28.82369631,153.25763455,8
-28.81929871,153.26588491,7
-28.8231943,153.25900012,7
-28.82192514,153.26208799,8
-28.81936752,153.26869477,8
-28.82312918,153.26074265,7
-28.82613433,153.25998452,7
-28.81393226,153.25633704,8
-28.81616998,153.25751832,6
-28.8165228,153.25991094,7
-28.82224272,153.25846181,7
-28.82225852,153.25858946,7
-28.82228076,153.25977627,8
-28.82275333,153.25934088,7
-28.82415246,153.25946785,8
-28.82427825,153.25811836,8
-28.82440242,153.25817655,8
-28.82575787,153.25993623,8
-28.82501039,153.25657743,8
-28.82105038,153.25599014,6
-28.81227051,153.25624883,8
-28.81998064,153.26124809,6
-28.8237211,153.257573,8
-28.82147288,153.26146981,6
-28.82454582,153.25996115,8
-28.82426453,153.25806301,8
-28.82309119,153.25284014,6
-28.82355685,153.25723104,8
-28.82365737,153.25917296,8
-28.82312305,153.25869143,7
-28.82586656,153.2598134,8
-28.8236508,153.25743314,8
-28.82316194,153.25886091,8
-28.82308453,153.25985367,8
-28.82349948,153.25872134,8
-28.8241857,153.2581358,7
-28.82445495,153.2582364,8
-28.82629291,153.26056868,8
-28.84559758,153.27407262,7
-28.81939915,153.25369877,8
-28.82351783,153.25697603,8
-28.82334669,153.26026289,7
-28.824046,153.25785845,8
-28.82583553,153.25655452,8
-28.81969358,153.26186037,6
-28.82384379,153.25803679,7
-28.82386868,153.2580368,7
-28.82419066,153.25839138,7
-28.82453496,153.24899261,6
-28.82337759,153.25686128,8
-28.82295757,153.26035334,7
-28.82440731,153.25794631,8
-28.82470228,153.25867905,8
-28.82473429,153.2585552,8
-28.82465676,153.25802963,8
-28.82582904,153.25332283,6
-28.82365461,153.25635104,8
-28.81997605,153.25537299,8
-28.81954287,153.2565203,8
-28.82367446,153.25758758,6
-28.82333983,153.25876494,8
-28.82365525,153.25817605,8
-28.82326936,153.25963136,7
-28.82506265,153.26339192,8
-28.82607028,153.2601178,8
-28.82446722,153.25726357,8
-28.81645498,153.25919669,7
-28.8204872,153.25817366,8
-28.82257851,153.25854658,8
-28.81956996,153.26180271,6
-28.8236805,153.25772082,8
-28.82250566,153.26313745,7
-28.82324457,153.26066084,8
-28.82405715,153.25828158,8
-28.82444734,153.26098773,8
-28.82428308,153.2583955,8
-28.82426555,153.25776581,8
-28.82474192,153.25919539,7
-28.82527781,153.2608288,8
-28.82757644,153.25626933,6
-28.82519267,153.25432651,8
-28.82310875,153.25282808,8
-28.82293319,153.25498774,8
-28.82374515,153.25683046,8
-28.82319692,153.25845297,7
-28.82455059,153.25966388,8
-28.82497015,153.26069419,8
-28.82470708,153.2584178,8
-28.82464763,153.25652306,8
-28.82258392,153.25671546,8
-28.82124388,153.26139092,6
-28.82377631,153.2580317,8
-28.8237956,153.25805388,8
-28.82408591,153.25795996,7
-28.82411495,153.25907452,8
-28.82454158,153.26137508,8
-28.82426374,153.25817902,8
-28.82441834,153.25791042,7
-28.82458723,153.25482535,6
-28.82326982,153.25374515,8
-28.81956727,153.2612025,6
-28.82404525,153.25791782,8
-28.82404417,153.25934274,6
-28.82437615,153.2606854,8
-28.82436011,153.25818932,8
-28.82447328,153.25838969,8
-28.83066888,153.25423481,8
-28.82001679,153.2553185,8
-28.82297627,153.25658242,8
-28.82561671,153.25876939,8
-28.82319115,153.25706858,7
-28.82385208,153.25736424,8
-28.82376074,153.25758887,8
-28.82475745,153.25983625,6
-28.82474327,153.25970654,8
-28.82480364,153.25855046,8
-28.82285366,153.25500694,8
-28.82496905,153.25929678,6
-28.83956787,153.26765782,7
-28.8233822,153.25675842,8
-28.8196458,153.25967572,8
-28.82583482,153.26075898,8
-28.82426857,153.25623715,8
-28.81974595,153.25429506,8
-28.82104188,153.25601208,6
-28.81717992,153.25877835,6
-28.82358123,153.25712754,8
-28.82352673,153.25729333,8
-28.8224203,153.25927322,8
-28.82363601,153.2577473,8
-28.82313181,153.26008587,8
-28.82419117,153.25795273,7
-28.82572359,153.26045269,8
-28.82455599,153.25481888,8
-28.81820339,153.25594189,8
-28.8247127,153.2581467,6
-28.82334332,153.25605909,8
-28.81770627,153.25126747,8
-28.8231195,153.25707761,8
-28.81868828,153.26242174,8
-28.82350507,153.25794892,8
-28.82192084,153.26276131,8
-28.82416075,153.25825054,8
-28.82480857,153.25551111,8
-28.81347708,153.25260855,8
-28.82216919,153.25876353,7
-28.82046846,153.26458768,8
-28.82286443,153.2595079,8
-28.82314515,153.25988826,6
-28.82309149,153.26040546,7
-28.82470007,153.25804201,6
-28.82568838,153.25955133,7
-28.8170763,153.25891088,6
-28.82395106,153.25810646,7
-28.83789151,153.25233801,6
-28.82210051,153.25603257,8
-28.82322047,153.2598627,8
-28.82339247,153.2601031,7
-28.82396941,153.25751812,8
-28.82377401,153.25991717,8
-28.82647691,153.25671232,8
-28.82305752,153.25737672,8
-28.82278956,153.26018431,8
-28.81376664,153.25438762,8
-28.82265683,153.25847646,8
-28.82379378,153.25811198,8
-28.82452079,153.25823333,6
-28.82468538,153.25745273,8
-28.82482869,153.25725651,8
-28.83161566,153.25734661,8
-28.82416707,153.25519596,8
-28.82008329,153.25572557,8
-28.82358696,153.25732087,8
-28.81951179,153.26626984,8
-28.8241365,153.25812002,6
-28.82442132,153.25809619,8
-28.83173342,153.25745514,8
-28.81914177,153.2617274,8
-28.82214214,153.25896598,6
-28.81226532,153.28210925,7
-28.81991356,153.26765832,8
-28.82386869,153.25992011,8
-28.82452063,153.25820892,6
-28.82596921,153.25811875,7
-28.82419303,153.25495425,6
-28.82382238,153.25675405,8
-28.80247496,153.26724455,7
-28.82376239,153.25802898,8
-28.82428472,153.25837809,8
-28.82432677,153.25745981,8
-28.83018094,153.25615247,8
-28.82234644,153.25393745,8
-28.82321736,153.25623546,8
-28.8179667,153.25989832,7
-28.82398628,153.25808403,7
-28.82453577,153.25794188,8
-28.82455757,153.25786234,8
-28.82457489,153.25742036,8
-28.82484957,153.25748864,8
-28.82600471,153.25658421,8
-28.8260747,153.25421537,8
-28.82476392,153.25443761,6
-28.82380969,153.25608726,8
-28.8228937,153.25693201,8
-28.82279019,153.25701014,8
-28.82103102,153.25898645,8
-28.81914944,153.26172063,6
-28.82364261,153.25754909,8
-28.82369888,153.25759492,8
-28.82261403,153.26349569,8
-28.82377617,153.25838215,8
-28.82591757,153.25825409,8
-28.82594865,153.25814579,7
-28.82342329,153.25561922,8
-28.82436543,153.25864755,8
-28.82950926,153.25137828,8
-28.82524902,153.25529969,8
-28.82473452,153.25538926,8
-28.8236824,153.25666817,8
-28.82007855,153.26136706,6
-28.82419307,153.25758638,8
-28.82819707,153.26317421,6
-28.82116588,153.25605612,6
-28.82314591,153.25836969,8
-28.82236238,153.26020132,8
-28.82527509,153.25976155,7
-28.82465324,153.25814307,6
-28.81718339,153.2500857,8
-28.8242966,153.25808547,8
-28.82428203,153.25782476,8
-28.8265961,153.26534413,8
-28.82459204,153.25806241,7
-28.82651476,153.2533573,8
-28.82237567,153.26195964,8
-28.823821,153.2588897,8
-28.82478913,153.25814514,6
-28.82624117,153.25939621,8
-28.82680875,153.25185165,7
-28.8235127,153.25625089,8
-28.82294612,153.25791135,8
-28.82234378,153.25872135,8
-28.8237052,153.25765637,6
-28.82338179,153.25978023,8
-28.82338179,153.25978023,8
-28.8238569,153.25802839,6
-28.82360947,153.25923029,7
-28.82382846,153.2590256,8
-28.82384518,153.25983449,8
-28.82393715,153.25950269,8
-28.82376553,153.25648766,8
-28.82376318,153.25690998,8
-28.81850824,153.26020024,6
-28.81920145,153.26209058,7
-28.82126356,153.26142159,6
-28.82368537,153.25773074,8
-28.82368537,153.25773074,8
-28.82383744,153.25764543,8
-28.82380668,153.25809213,8
-28.82333032,153.26066578,7
-28.82441999,153.25971492,8
-28.82507567,153.25962422,6
-28.82296426,153.25705146,6
-28.82362629,153.25745475,8
-28.82372418,153.25777008,8
-28.82461573,153.2594021,8
-28.82627255,153.26227439,8
-28.83078915,153.25691414,8
-28.82229246,153.25893814,8
-28.82407143,153.25934455,7
-28.82442234,153.25828798,8
-28.82477433,153.25645892,8
-28.8246602,153.25625982,8
-28.82349508,153.25729511,8
-28.82297657,153.25945064,8
-28.82395549,153.25839617,8
-28.82434251,153.25889777,8
-28.83210016,153.26829172,8
-28.83160859,153.25646907,8
-28.82145568,153.25766424,8
-28.82244207,153.25840672,6
-28.82662487,153.25639682,8
-28.82328147,153.25715829,8
-28.82333208,153.25753331,8
-28.82386947,153.25962361,8
-28.82479445,153.26322944,8
-28.82446883,153.25823614,8
-28.82415455,153.25644972,8
-28.82269474,153.24550377,8
-28.8239776,153.2578639,8
-28.82397443,153.25811038,8
-28.82445431,153.25937055,7
-28.82649726,153.26516798,8
-28.82459091,153.25859878,6
-28.82404767,153.25463155,8
-28.8232846,153.25425743,8
-28.82191311,153.25734023,8
-28.82369615,153.25768661,8
-28.82306838,153.2589624,8
-28.82417538,153.25812606,8
-28.8245619,153.25950961,6
-28.82502397,153.2611153,8
-28.82811184,153.2705528,8
-28.8255459,153.2602834,8
-28.82467503,153.25804971,6
-28.82896785,153.24535093,6
-28.82109307,153.23227477,8
-28.8228699,153.25648783,6
-28.82131926,153.25785788,8
-28.81994512,153.25834294,6
-28.82197437,153.26226461,8
-28.82447716,153.25984651,7
-28.82423365,153.25773119,8
-28.82500093,153.25931619,8
-28.82470006,153.25814132,6
-28.82525562,153.25803456,8
-28.82469833,153.25446109,8
-28.82397527,153.25674183,8
-28.82337063,153.2568429,8
-28.82353294,153.25770661,7
-28.82337155,153.25825563,6
-28.82463504,153.25905335,6
-28.82472329,153.25909843,7
-28.82611458,153.25856495,8
-28.83228311,153.26200864,6
-28.82675121,153.25450654,8
-28.81915103,153.26203031,8
-28.82312502,153.25884821,6
-28.82450325,153.25814373,7
-28.83640598,153.26880547,7
-28.82343247,153.25556008,8
-28.82374348,153.25686058,8
-28.82269643,153.25942338,8
-28.82354692,153.25959522,6
-28.82413245,153.25846888,8
-28.8262256,153.26098693,8
-28.83033165,153.25950106,8
-28.82394882,153.25644934,8
-28.81758197,153.25876436,8
-28.82432354,153.26063349,8
-28.82423736,153.25821567,8
-28.82466925,153.25706846,8
-28.82355991,153.25538097,8
-28.82334463,153.25632763,8
-28.82381088,153.25676887,8
-28.82171273,153.25757038,8
-28.82076972,153.26222057,7
-28.82294618,153.25974735,7
-28.82389861,153.25816435,8
-28.82361152,153.25212981,8
-28.82105573,153.25973825,8
-28.82202138,153.26347722,7
-28.82332965,153.26037804,8
-28.82486332,153.2648774,8
-28.82483409,153.25831274,6
-28.82452871,153.25749315,8
-28.82441459,153.24960852,6
-28.8209941,153.25238751,8
-28.81963592,153.25408813,8
-28.82192975,153.25833813,8
-28.82220699,153.25853707,8
-28.82246381,153.26050553,8
-28.82361558,153.25860919,8
-28.82528695,153.26204012,8
-28.82428144,153.25771911,8
-28.82443972,153.25829823,8
-28.82633561,153.25690716,8
-28.82761924,153.25626508,8
-28.81804996,153.25171021,8
-28.81784151,153.26070567,6
-28.820645,153.26534368,8
-28.82605893,153.25820379,7
-28.8222407,153.25899507,7
-28.82513092,153.25837145,8
-28.81668998,153.258926,6
-28.81937111,153.26016084,8
-28.82361317,153.25741722,8
-28.82124499,153.26519679,7
-28.82746213,153.26466048,8
-28.8260717,153.26131573,8
-28.83141681,153.25956388,8
-28.82557202,153.25454583,8
-28.82322435,153.25663803,8
-28.8235276,153.25748281,8
-28.82233567,153.25872049,8
-28.82415417,153.25811329,8
-28.82442655,153.25813567,8
-28.82605096,153.25706233,8
-28.82405272,153.25659037,8
-28.82342166,153.2545561,8
-28.82130832,153.25659612,6
-28.82412211,153.25767532,7
-28.81689685,153.25955037,7
-28.82422768,153.25814927,7
-28.82465714,153.25953536,8
-28.82329369,153.25608297,8
-28.82288094,153.25650113,8
-28.82219312,153.25901889,7
-28.82431442,153.25923442,8
-28.82497144,153.2594404,7
-28.82563363,153.25788635,6
-28.82349422,153.25377749,8
-28.8227058,153.25591245,8
-28.82041621,153.25861498,8
-28.82387262,153.25773331,8
-28.82421994,153.25792599,8
-28.82469228,153.25800471,8
-28.82983805,153.24447501,8
-28.82385965,153.25697394,8
-28.81852028,153.25969376,6
-28.82088939,153.26219279,8
-28.82935618,153.25157833,8
-28.82408491,153.25791702,8
-28.82437776,153.25836517,8
-28.82637216,153.25649794,8
-28.82614511,153.2559003,8
-28.82356973,153.2546929,8
-28.82346485,153.25725467,8
-28.82133938,153.26196563,6
-28.82373131,153.25776851,8
-28.82374859,153.25784291,8
-28.82402968,153.25805479,8
-28.82422342,153.25808965,8
-28.82446891,153.25813306,8
-28.82548626,153.25792667,8
-28.83289289,153.26035778,8
-28.82627737,153.25738134,8
-28.8212464,153.25605349,8
-28.81962119,153.26665933,8
-28.82331541,153.25979398,8
-28.82439655,153.26068543,8
-28.82442206,153.25952581,8
-28.82544852,153.26447982,8
-28.82440917,153.25816754,8
-28.82452145,153.25842852,6
-28.82527653,153.26069333,8
-28.82442334,153.25799175,8
-28.82465186,153.2583769,8
-28.82456467,153.25757857,8
-28.82561423,153.25686592,8
-28.82413085,153.25616088,8
-28.82393713,153.25424718,8
-28.8217914,153.25379349,8
-28.82286282,153.25753768,8
-28.82377067,153.25736241,7
-28.82129695,153.26092249,8
-28.8230663,153.26217868,8
-28.82462807,153.25932594,6
-28.82569088,153.26156366,8
-28.82490931,153.25781178,8
-28.82482943,153.25469436,6
-28.8197245,153.25523665,8
-28.82379723,153.25700185,8
-28.82180499,153.25971675,8
-28.82180392,153.26318471,7
-28.82437741,153.25810273,8
-28.82598515,153.25682946,8
-28.8229213,153.25375322,8
-28.82209798,153.2563769,6
-28.82109485,153.25607703,8
-28.82359694,153.25732161,6
-28.82335202,153.26201094,8
-28.8245598,153.25804405,6
-28.82451441,153.2568917,8
-28.82546503,153.25167538,8
-28.82047368,153.25325821,8
-28.82254131,153.25716629,8
-28.82127765,153.25757247,8
-28.82101714,153.25834918,8
-28.82382918,153.25721643,8
-28.82270363,153.26314234,7
-28.8236414,153.26418859,8
-28.8248541,153.25937658,6
-28.82486386,153.25891433,8
-28.82583082,153.26093877,8
-28.82476934,153.25487963,8
-28.82389105,153.25647974,8
-28.81827751,153.25954602,7
-28.8232208,153.25917859,7
-28.82400113,153.25962873,8
-28.82472818,153.2599109,8
-28.82462831,153.25819807,7
-28.8237988,153.25511856,8
-28.82137666,153.25609559,6
-28.81870053,153.25928328,8
-28.82354683,153.25783829,8
-28.82393956,153.25802444,8
-28.82466821,153.25952332,8
-28.82555695,153.25891277,8
-28.82609237,153.25928944,8
-28.82115956,153.24879768,8
-28.82377388,153.25717424,8
-28.81895243,153.26181932,8
-28.82368895,153.25767558,8
-28.82324955,153.25858057,8
-28.82316506,153.26045692,8
-28.82325523,153.2603379,8
-28.82470593,153.25429628,8
-28.82314824,153.2542924,8
-28.81811211,153.25979507,7
-28.82357266,153.25724628,8
-28.82308865,153.25990977,8
-28.82476551,153.25824314,8
-28.82473833,153.25804544,6
-28.82350455,153.25642408,8
-28.81783242,153.25410594,8
-28.82343916,153.25694828,8
-28.82313496,153.25778298,8
-28.82384019,153.25756497,8
-28.82341346,153.25881123,8
-28.82517498,153.26124995,8
-28.8245938,153.25867725,8
-28.82594786,153.26023164,8
-28.82960719,153.25405985,8
-28.8244549,153.25346395,8
-28.82022749,153.25729456,8
-28.82067341,153.26122481,8
-28.82406328,153.25978545,8
-28.82262354,153.26210701,8
-28.82308095,153.26104627,8
-28.8244623,153.25821553,8
-28.81786878,153.2555719,6
-28.82116963,153.25639818,6
-28.8180984,153.25957375,6
-28.82249941,153.25843386,8
-28.82359932,153.25744236,8
-28.82002516,153.26192878,8
-28.82202449,153.26346501,7
-28.82526937,153.25923828,8
-28.82500501,153.25297515,7
-28.81802474,153.25573718,7
-28.82056371,153.2600356,8
-28.82400513,153.25799925,7
-28.8240212,153.2578903,8
-28.82413069,153.26178792,8
-28.82416593,153.25810384,8
-28.82416593,153.25810384,7
-28.82490736,153.26077244,8
-28.82460979,153.25858202,8
-28.82454725,153.25518488,6
-28.82410561,153.25486741,8
-28.81678951,153.25917208,6
-28.82216325,153.25862813,7
-28.8213207,153.26185516,6
-28.82053151,153.26492605,8
-28.82341276,153.25926832,8
-28.82701578,153.25633451,8
-28.82193467,153.25400147,8
-28.81961395,153.25487679,7
-28.82351425,153.25682024,8
-28.82338416,153.25719203,8
-28.82153609,153.25800858,8
-28.8234955,153.25733749,8
-28.80576899,153.28927475,6
-28.82152781,153.2615549,8
-28.82261994,153.26114127,8
-28.82384766,153.25890503,8
-28.82593858,153.25731542,8
-28.82488219,153.2546415,6
-28.82103878,153.25715241,8
-28.81844743,153.26002471,6
-28.82288529,153.25822526,8
-28.82367428,153.25758785,6
-28.8232583,153.26050458,8
-28.82342698,153.26167664,8
-28.83182375,153.25757707,8
-28.82359893,153.25803223,8
-28.82431385,153.2578468,8
-28.82519105,153.25638834,8
-28.82165043,153.25796526,8
-28.82080196,153.26102225,7
-28.8238542,153.25778552,8
-28.82323349,153.26019495,8
-28.82328897,153.26005285,8
-28.83137548,153.2572677,8
-28.82286688,153.25413915,8
-28.8235153,153.25633339,8
-28.81818942,153.25698957,8
-28.82285094,153.25739007,7
-28.82121011,153.26521386,7
-28.82423069,153.25926431,6
-28.82555646,153.25950686,6
-28.82078667,153.25591272,7
-28.8199202,153.25582933,8
-28.82310796,153.25885297,8
-28.82388354,153.25906626,7
-28.82409716,153.25811554,8
-28.82689871,153.25784624,8
-28.82800656,153.25422932,8
-28.81965821,153.25605098,8
-28.82326735,153.25847593,7
-28.82375959,153.25765364,8
-28.82369186,153.25793903,8
-28.82319832,153.26005951,7
-28.82333678,153.26013227,8
-28.82466049,153.25897388,8
-28.82620186,153.2611163,8
-28.8197493,153.26206009,7
-28.82402059,153.25774613,8
-28.82203692,153.2563491,6
-28.82348223,153.25770589,8
-28.82192215,153.26418415,8
-28.82384272,153.26408206,6
-28.82405102,153.25815032,8
-28.82409584,153.25801786,8
-28.82453879,153.25912236,8
-28.85606122,153.26915748,6
-28.82505901,153.25471447,8
-28.82376997,153.25478674,8
-28.82343931,153.25680742,8
-28.82379254,153.25784676,8
-28.82380707,153.2594913,8
-28.82576905,153.25969585,8
-28.82477706,153.25809303,7
-28.82607596,153.25928572,8
-28.8309486,153.25506145,6
-28.82493917,153.25406431,8
-28.81963523,153.25469381,8
-28.82364494,153.25712007,8
-28.82058038,153.25943876,7
-28.82223327,153.25879107,8
-28.82425833,153.25806518,8
-28.82464408,153.25865282,8
-28.82964951,153.26715289,8
-28.83112008,153.25718618,8
-28.82700693,153.25591182,8
-28.82356889,153.25633275,8
-28.82384346,153.25783335,8
-28.82428598,153.25944919,6
-28.82473784,153.2580599,6
-28.82978794,153.25042571,8
-28.82087436,153.25494488,8
-28.81634347,153.25988663,7
-28.82365353,153.25740146,8
